,Timestamp,Machine,Temperature,Pressure,PartLength,PartResistance
1,2022/3/8 0:00,1,303,100,52.25869808,6.517752914
2,2022/3/8 0:00,1,303,100,50.67666324,6.27139455
3,2022/3/8 0:00,1,303,100,52.06371665,6.140555803
4,2022/3/8 0:00,1,303,100,50.59270683,6.606389988
5,2022/3/8 0:00,1,303,100,47.50929499,6.566859597
6,2022/3/8 0:00,1,303,100,50.45498815,6.927686649
7,2022/3/8 0:00,1,303,100,49.72855726,6.466476185
8,2022/3/8 0:00,1,303,100,50.94425874,6.613023409
9,2022/3/8 0:00,1,303,100,49.25983869,6.400561413
10,2022/3/8 0:00,1,303,100,48.23130711,6.251285165
11,2022/3/8 0:00,1,303,100,50.00404518,6.869901001
12,2022/3/8 0:00,1,303,100,49.57587444,6.271405636
13,2022/3/8 0:01,1,303,100,51.33270576,6.644335505
14,2022/3/8 0:01,1,303,100,49.026802,6.692109415
15,2022/3/8 0:01,1,303,100,51.44632697,6.768000426
16,2022/3/8 0:01,1,303,100,51.23153287,6.141149322
17,2022/3/8 0:01,1,303,100,47.85328653,5.887329428
18,2022/3/8 0:01,1,303,100,49.10853873,6.277694002
19,2022/3/8 0:01,1,303,100,49.14664389,6.420339653
20,2022/3/8 0:01,1,303,100,47.3379916,5.815485206
21,2022/3/8 0:01,1,303,100,50.51551516,7.374427582
22,2022/3/8 0:01,1,303,100,48.7008195,7.068922501
23,2022/3/8 0:01,1,303,100,51.66138266,6.488452363
24,2022/3/8 0:01,1,303,100,51.65916465,6.74078673
25,2022/3/8 0:02,1,303,100,48.16872225,6.774224542
26,2022/3/8 0:02,1,303,100,50.43308947,6.50586194
27,2022/3/8 0:02,1,303,100,49.41609274,6.109522392
28,2022/3/8 0:02,1,303,100,50.98158553,5.848316832
29,2022/3/8 0:02,1,303,100,50.31176032,6.197926357
30,2022/3/8 0:02,1,303,100,50.45551447,6.462181306
31,2022/3/8 0:02,1,303,100,47.97377699,5.892049261
32,2022/3/8 0:02,1,303,100,50.61376329,6.607932897
33,2022/3/8 0:02,1,303,100,49.83622667,6.790146906
34,2022/3/8 0:02,1,303,100,48.97984989,6.610098182
35,2022/3/8 0:02,1,303,100,52.24741914,6.283123467
36,2022/3/8 0:02,1,303,100,47.40531619,6.881997556
37,2022/3/8 0:03,1,303,100,51.28301801,5.990888491
38,2022/3/8 0:03,1,303,100,51.1519409,6.800897544
39,2022/3/8 0:03,1,303,100,48.91388164,6.108229572
40,2022/3/8 0:03,1,303,100,50.70193324,6.504299772
41,2022/3/8 0:03,1,303,100,51.36331336,5.895682523
42,2022/3/8 0:03,1,303,100,49.37095021,6.518968234
43,2022/3/8 0:03,1,303,100,49.41085132,6.518042528
44,2022/3/8 0:03,1,303,100,48.20032325,6.521788076
45,2022/3/8 0:03,1,303,100,50.66283154,5.712073504
46,2022/3/8 0:03,1,303,100,50.41925743,6.161650177
47,2022/3/8 0:03,1,303,100,49.08590413,6.425197803
48,2022/3/8 0:03,1,303,100,50.04252339,6.474383816
49,2022/3/8 0:04,1,303,100,51.89288308,6.411163681
50,2022/3/8 0:04,1,303,100,52.68055226,6.345661157
51,2022/3/8 0:04,1,303,100,48.472032,7.111938039
52,2022/3/8 0:04,1,303,100,50.34120419,6.359804361
53,2022/3/8 0:04,1,303,100,51.39364587,6.6697874
54,2022/3/8 0:04,1,303,100,49.0721959,6.099087375
55,2022/3/8 0:04,1,303,100,49.94270676,7.119396492
56,2022/3/8 0:04,1,303,100,50.28122738,7.249629965
57,2022/3/8 0:04,1,303,100,49.69565829,6.789259755
58,2022/3/8 0:04,1,303,100,49.42860012,6.024667305
59,2022/3/8 0:04,1,303,100,50.68472106,6.14313381
60,2022/3/8 0:04,1,303,100,52.38656853,6.531890963
61,2022/3/8 0:05,1,303,100,49.98293996,6.760687724
62,2022/3/8 0:05,1,303,100,49.17644522,5.252227646
63,2022/3/8 0:05,1,303,100,47.73432216,6.743768323
64,2022/3/8 0:05,1,303,100,48.02180326,6.222621914
65,2022/3/8 0:05,1,303,100,52.74117879,6.809466721
66,2022/3/8 0:05,1,303,100,48.83931889,5.992439488
67,2022/3/8 0:05,1,303,100,49.50252701,6.816026291
68,2022/3/8 0:05,1,303,100,50.44069094,6.29580452
69,2022/3/8 0:05,1,303,100,52.32845261,6.583474336
70,2022/3/8 0:05,1,303,100,50.02552164,5.976037878
71,2022/3/8 0:05,1,303,100,50.6648607,6.594627893
72,2022/3/8 0:05,1,303,100,48.8541393,5.962211293
73,2022/3/8 0:06,1,303,100,51.48568879,6.338023012
74,2022/3/8 0:06,1,303,100,49.54005562,6.260316503
75,2022/3/8 0:06,1,303,100,49.59682575,6.336049045
76,2022/3/8 0:06,1,303,100,49.83353059,6.071464066
77,2022/3/8 0:06,1,303,100,47.48341286,6.726421184
78,2022/3/8 0:06,1,303,100,51.46835238,6.39582302
79,2022/3/8 0:06,1,303,100,50.46134368,6.245374939
80,2022/3/8 0:06,1,303,100,50.48693694,6.340273899
81,2022/3/8 0:06,1,303,100,50.51785982,6.056201215
82,2022/3/8 0:06,1,303,100,53.11397592,5.913458639
83,2022/3/8 0:06,1,303,100,48.62292104,6.558755248
84,2022/3/8 0:06,1,303,100,52.98493414,6.336061839
85,2022/3/8 0:07,1,303,100,51.18202825,6.735268479
86,2022/3/8 0:07,1,303,100,47.05688245,6.478337288
87,2022/3/8 0:07,1,303,100,49.36430393,6.235437338
88,2022/3/8 0:07,1,303,100,51.69855428,6.342618928
89,2022/3/8 0:07,1,303,100,47.37043647,6.185986011
90,2022/3/8 0:07,1,303,100,50.58907915,6.479069533
91,2022/3/8 0:07,1,303,100,47.84903876,6.128861502
92,2022/3/8 0:07,1,303,100,49.23881555,7.012643958
93,2022/3/8 0:07,1,303,100,49.64767423,6.345869524
94,2022/3/8 0:07,1,303,100,51.84089506,6.464091413
95,2022/3/8 0:07,1,303,100,49.20218198,6.609381184
96,2022/3/8 0:07,1,303,100,48.70803435,6.708526272
97,2022/3/8 0:08,1,303,100,49.599852,6.391732853
98,2022/3/8 0:08,1,303,100,50.57651954,7.129162106
99,2022/3/8 0:08,1,303,100,49.44835414,6.371530999
100,2022/3/8 0:08,1,303,100,49.15694838,6.74252009
101,2022/3/8 0:08,1,303,100,47.68509246,6.229167272
102,2022/3/8 0:08,1,303,100,51.33870229,6.247183202
103,2022/3/8 0:08,1,303,100,48.14924514,5.79585521
104,2022/3/8 0:08,1,303,100,52.09499772,6.737811463
